Request id,Pickup point,Driver id,Status,Request timestamp,RT_Date,RT_Time,Request Period,Drop timestamp,DT_Date,DT_Time,Drop Period,Trip Duration
4539,City,167,Trip Completed,14-07-2016 09:35,14-07-2016,09:35:42,Morning,14-07-2016 10:46,14-07-2016,10:46:02,Day,01:10:20
4791,City,167,Trip Completed,14-07-2016 16:43,14-07-2016,16:43:10,Day,14-07-2016 17:32,14-07-2016,17:32:58,Evening,00:49:48
5263,City,167,Trip Completed,14-07-2016 21:30,14-07-2016,21:30:34,Night,14-07-2016 21:59,14-07-2016,21:59:26,Night,00:28:52
1679,City,168,Trip Completed,12-07-2016 07:46,12-07-2016,07:46:00,Morning,12-07-2016 08:24,12-07-2016,08:24:00,Morning,00:38:00
2276,Airport,168,Trip Completed,12-07-2016 18:38,12-07-2016,18:38:00,Evening,12-07-2016 19:46,12-07-2016,19:46:00,Evening,01:08:00
2747,Airport,168,Trip Completed,13-07-2016 03:17,13-07-2016,03:17:00,Early Morning,13-07-2016 03:54,13-07-2016,03:54:54,Early Morning,00:37:54
3370,City,168,Trip Completed,13-07-2016 13:56,13-07-2016,13:56:50,Day,13-07-2016 14:56,13-07-2016,14:56:07,Day,00:59:17
3741,Airport,168,Trip Completed,13-07-2016 20:14,13-07-2016,20:14:21,Evening,13-07-2016 21:21,13-07-2016,21:21:35,Night,01:07:14
4266,Airport,168,Trip Completed,14-07-2016 06:10,14-07-2016,06:10:03,Morning,14-07-2016 06:56,14-07-2016,06:56:04,Morning,00:46:01
5596,City,168,Trip Completed,15-07-2016 06:08,15-07-2016,06:08:33,Morning,15-07-2016 06:51,15-07-2016,06:51:04,Morning,00:42:31
5961,Airport,168,Trip Completed,15-07-2016 10:55,15-07-2016,10:55:52,Day,15-07-2016 11:54,15-07-2016,11:54:35,Day,00:58:43
6418,City,168,Trip Completed,15-07-2016 19:45,15-07-2016,19:45:28,Evening,15-07-2016 20:22,15-07-2016,20:22:56,Evening,00:37:28
759,City,169,Trip Completed,11-07-2016 16:16,11-07-2016,16:16:00,Day,11-07-2016 16:47,11-07-2016,16:47:00,Day,00:31:00
2524,Airport,169,Trip Completed,12-07-2016 21:09,12-07-2016,21:09:00,Night,12-07-2016 21:55,12-07-2016,21:55:00,Night,00:46:00
2769,Airport,169,Trip Completed,13-07-2016 04:13,13-07-2016,04:13:56,Early Morning,13-07-2016 05:06,13-07-2016,05:06:39,Morning,00:52:43
5071,Airport,169,Trip Completed,14-07-2016 19:30,14-07-2016,19:30:33,Evening,14-07-2016 20:17,14-07-2016,20:17:28,Evening,00:46:55
5287,City,169,Trip Completed,14-07-2016 21:46,14-07-2016,21:46:45,Night,14-07-2016 22:35,14-07-2016,22:35:39,Night,00:48:54
33,Airport,170,Trip Completed,11-07-2016 02:17,11-07-2016,02:17:00,Early Morning,11-07-2016 03:31,11-07-2016,03:31:00,Early Morning,01:14:00
2692,City,170,Trip Completed,13-07-2016 00:42,13-07-2016,00:42:20,Early Morning,13-07-2016 01:40,13-07-2016,01:40:54,Early Morning,00:58:34
2835,City,170,Trip Completed,13-07-2016 05:19,13-07-2016,05:19:47,Morning,13-07-2016 06:24,13-07-2016,06:24:44,Morning,01:04:57
3122,Airport,170,Trip Completed,13-07-2016 08:37,13-07-2016,08:37:13,Morning,13-07-2016 09:13,13-07-2016,09:13:33,Morning,00:36:20
3465,City,170,Trip Completed,13-07-2016 17:12,13-07-2016,17:12:20,Evening,13-07-2016 18:03,13-07-2016,18:03:50,Evening,00:51:30
3857,City,170,Trip Completed,13-07-2016 21:34,13-07-2016,21:34:05,Night,13-07-2016 22:46,13-07-2016,22:46:22,Night,01:12:17
4343,Airport,170,Trip Completed,14-07-2016 07:17,14-07-2016,07:17:34,Morning,14-07-2016 08:07,14-07-2016,08:07:51,Morning,00:50:17
4417,City,170,Trip Completed,14-07-2016 08:13,14-07-2016,08:13:37,Morning,14-07-2016 09:07,14-07-2016,09:07:38,Morning,00:54:01
5756,City,170,Trip Completed,15-07-2016 08:03,15-07-2016,08:03:01,Morning,15-07-2016 08:51,15-07-2016,08:51:47,Morning,00:48:46
5907,Airport,170,Trip Completed,15-07-2016 09:56,15-07-2016,09:56:35,Morning,15-07-2016 11:04,15-07-2016,11:04:43,Day,01:08:08
699,Airport,171,Trip Completed,11-07-2016 14:02,11-07-2016,14:02:00,Day,11-07-2016 15:02,11-07-2016,15:02:00,Day,01:00:00
821,City,171,Trip Completed,11-07-2016 17:34,11-07-2016,17:34:00,Evening,11-07-2016 17:57,11-07-2016,17:57:00,Evening,00:23:00
2085,City,171,Trip Completed,12-07-2016 15:41,12-07-2016,15:41:00,Day,12-07-2016 16:27,12-07-2016,16:27:00,Day,00:46:00
2346,Airport,171,Trip Completed,12-07-2016 19:17,12-07-2016,19:17:00,Evening,12-07-2016 20:04,12-07-2016,20:04:00,Evening,00:47:00
2704,City,171,Trip Completed,13-07-2016 01:12,13-07-2016,01:12:32,Early Morning,13-07-2016 01:58,13-07-2016,01:58:09,Early Morning,00:45:37
2901,Airport,171,Trip Completed,13-07-2016 06:04,13-07-2016,06:04:24,Morning,13-07-2016 07:17,13-07-2016,07:17:36,Morning,01:13:12
3475,City,171,Trip Completed,13-07-2016 17:19,13-07-2016,17:19:55,Evening,13-07-2016 17:55,13-07-2016,17:55:50,Evening,00:35:55
3743,Airport,171,Trip Completed,13-07-2016 20:19,13-07-2016,20:19:50,Evening,13-07-2016 21:10,13-07-2016,21:10:17,Night,00:50:27
5209,Airport,171,Trip Completed,14-07-2016 20:58,14-07-2016,20:58:21,Evening,14-07-2016 21:59,14-07-2016,21:59:37,Night,01:01:16
6674,Airport,171,Trip Completed,15-07-2016 22:25,15-07-2016,22:25:32,Night,15-07-2016 23:08,15-07-2016,23:08:33,Night,00:43:01
714,City,172,Trip Completed,11-07-2016 14:28,11-07-2016,14:28:00,Day,11-07-2016 15:34,11-07-2016,15:34:00,Day,01:06:00
792,Airport,172,Trip Completed,11-07-2016 17:01,11-07-2016,17:01:00,Evening,11-07-2016 17:44,11-07-2016,17:44:00,Evening,00:43:00
1341,Airport,172,Trip Completed,11-07-2016 23:26,11-07-2016,23:26:00,Night,12-07-2016 00:06,12-07-2016,00:06:00,Early Morning,00:40:00
1745,City,172,Trip Completed,12-07-2016 08:22,12-07-2016,08:22:00,Morning,12-07-2016 09:13,12-07-2016,09:13:00,Morning,00:51:00
1971,City,172,Trip Completed,12-07-2016 12:08,12-07-2016,12:08:00,Day,12-07-2016 13:25,12-07-2016,13:25:00,Day,01:17:00
2632,City,172,Trip Completed,12-07-2016 22:19,12-07-2016,22:19:00,Night,12-07-2016 23:21,12-07-2016,23:21:00,Night,01:02:00
2935,City,172,Trip Completed,13-07-2016 06:30,13-07-2016,06:30:08,Morning,13-07-2016 07:01,13-07-2016,07:01:42,Morning,00:31:34
3142,Airport,172,Trip Completed,13-07-2016 08:50,13-07-2016,08:50:45,Morning,13-07-2016 09:59,13-07-2016,09:59:05,Morning,01:08:20
4516,City,172,Trip Completed,14-07-2016 09:11,14-07-2016,09:11:02,Morning,14-07-2016 09:57,14-07-2016,09:57:19,Morning,00:46:17
4605,Airport,172,Trip Completed,14-07-2016 10:14,14-07-2016,10:14:36,Day,14-07-2016 11:25,14-07-2016,11:25:20,Day,01:10:44
5936,Airport,172,Trip Completed,15-07-2016 10:17,15-07-2016,10:17:39,Day,15-07-2016 11:04,15-07-2016,11:04:32,Day,00:46:53
6621,City,172,Trip Completed,15-07-2016 21:49,15-07-2016,21:49:39,Night,15-07-2016 22:30,15-07-2016,22:30:22,Night,00:40:43
752,Airport,173,Trip Completed,11-07-2016 16:03,11-07-2016,16:03:00,Day,11-07-2016 17:08,11-07-2016,17:08:00,Evening,01:05:00
1336,City,173,Trip Completed,11-07-2016 23:17,11-07-2016,23:17:00,Night,11-07-2016 23:52,11-07-2016,23:52:00,Night,00:35:00
1836,Airport,173,Trip Completed,12-07-2016 09:37,12-07-2016,09:37:00,Morning,12-07-2016 10:19,12-07-2016,10:19:00,Day,00:42:00
2447,Airport,173,Trip Completed,12-07-2016 20:24,12-07-2016,20:24:00,Evening,12-07-2016 21:36,12-07-2016,21:36:00,Night,01:12:00
3517,Airport,173,Trip Completed,13-07-2016 17:46,13-07-2016,17:46:30,Evening,13-07-2016 18:35,13-07-2016,18:35:16,Evening,00:48:46
3831,Airport,173,Trip Completed,13-07-2016 21:16,13-07-2016,21:16:33,Night,13-07-2016 22:16,13-07-2016,22:16:02,Night,00:59:29
4136,City,173,Trip Completed,14-07-2016 04:46,14-07-2016,04:46:17,Early Morning,14-07-2016 05:21,14-07-2016,05:21:42,Morning,00:35:25
4700,Airport,173,Trip Completed,14-07-2016 13:08,14-07-2016,13:08:15,Day,14-07-2016 13:54,14-07-2016,13:54:59,Day,00:46:44
5484,City,173,Trip Completed,15-07-2016 04:54,15-07-2016,04:54:59,Early Morning,15-07-2016 05:47,15-07-2016,05:47:16,Morning,00:52:17
5900,City,173,Trip Completed,15-07-2016 09:53,15-07-2016,09:53:30,Morning,15-07-2016 10:44,15-07-2016,10:44:45,Day,00:51:15
6634,Airport,173,Trip Completed,15-07-2016 22:03,15-07-2016,22:03:00,Night,15-07-2016 22:44,15-07-2016,22:44:41,Night,00:41:41
426,City,174,Trip Completed,11-07-2016 08:48,11-07-2016,08:48:00,Morning,11-07-2016 09:53,11-07-2016,09:53:00,Morning,01:05:00
1320,City,174,Trip Completed,11-07-2016 22:52,11-07-2016,22:52:00,Night,12-07-2016 00:06,12-07-2016,00:06:00,Early Morning,01:14:00
1588,City,174,Trip Completed,12-07-2016 06:32,12-07-2016,06:32:00,Morning,12-07-2016 07:19,12-07-2016,07:19:00,Morning,00:47:00
2375,Airport,174,Trip Completed,12-07-2016 19:38,12-07-2016,19:38:00,Evening,12-07-2016 20:38,12-07-2016,20:38:00,Evening,01:00:00
4411,Airport,174,Trip Completed,14-07-2016 08:09,14-07-2016,08:09:40,Morning,14-07-2016 08:52,14-07-2016,08:52:11,Morning,00:42:31
4769,Airport,174,Trip Completed,14-07-2016 15:42,14-07-2016,15:42:35,Day,14-07-2016 16:41,14-07-2016,16:41:05,Day,00:58:30
5149,City,174,Trip Completed,14-07-2016 20:27,14-07-2016,20:27:10,Evening,14-07-2016 21:26,14-07-2016,21:26:22,Night,00:59:12
5659,City,174,Trip Completed,15-07-2016 07:03,15-07-2016,07:03:49,Morning,15-07-2016 08:08,15-07-2016,08:08:48,Morning,01:04:59
545,City,175,Trip Completed,11-07-2016 10:06,11-07-2016,10:06:00,Day,11-07-2016 10:42,11-07-2016,10:42:00,Day,00:36:00
778,City,175,Trip Completed,11-07-2016 16:39,11-07-2016,16:39:00,Day,11-07-2016 17:18,11-07-2016,17:18:00,Evening,00:39:00
1289,City,175,Trip Completed,11-07-2016 22:26,11-07-2016,22:26:00,Night,11-07-2016 22:55,11-07-2016,22:55:00,Night,00:29:00
1654,Airport,175,Trip Completed,12-07-2016 07:23,12-07-2016,07:23:00,Morning,12-07-2016 08:06,12-07-2016,08:06:00,Morning,00:43:00
1945,Airport,175,Trip Completed,12-07-2016 11:33,12-07-2016,11:33:00,Day,12-07-2016 12:44,12-07-2016,12:44:00,Day,01:11:00
2460,City,175,Trip Completed,12-07-2016 20:29,12-07-2016,20:29:00,Evening,12-07-2016 21:40,12-07-2016,21:40:00,Night,01:11:00
2877,Airport,175,Trip Completed,13-07-2016 05:49,13-07-2016,05:49:52,Morning,13-07-2016 07:03,13-07-2016,07:03:47,Morning,01:13:55
3264,City,175,Trip Completed,13-07-2016 10:21,13-07-2016,10:21:04,Day,13-07-2016 11:31,13-07-2016,11:31:53,Day,01:10:49
3927,City,175,Trip Completed,13-07-2016 22:22,13-07-2016,22:22:46,Night,13-07-2016 23:21,13-07-2016,23:21:28,Night,00:58:42
5774,City,175,Trip Completed,15-07-2016 08:29,15-07-2016,08:29:25,Morning,15-07-2016 09:22,15-07-2016,09:22:31,Morning,00:53:06
923,City,176,Trip Completed,11-07-2016 18:26,11-07-2016,18:26:00,Evening,11-07-2016 19:37,11-07-2016,19:37:00,Evening,01:11:00
1439,City,176,Trip Completed,12-07-2016 04:45,12-07-2016,04:45:00,Early Morning,12-07-2016 05:19,12-07-2016,05:19:00,Morning,00:34:00
2130,City,176,Trip Completed,12-07-2016 17:04,12-07-2016,17:04:00,Evening,12-07-2016 17:46,12-07-2016,17:46:00,Evening,00:42:00
2797,City,176,Trip Completed,13-07-2016 04:53,13-07-2016,04:53:36,Early Morning,13-07-2016 06:07,13-07-2016,06:07:10,Morning,01:13:34
3135,Airport,176,Trip Completed,13-07-2016 08:48,13-07-2016,08:48:27,Morning,13-07-2016 09:21,13-07-2016,09:21:33,Morning,00:33:06
3525,Airport,176,Trip Completed,13-07-2016 17:48,13-07-2016,17:48:26,Evening,13-07-2016 18:50,13-07-2016,18:50:29,Evening,01:02:03
3925,Airport,176,Trip Completed,13-07-2016 22:26,13-07-2016,22:26:29,Night,13-07-2016 23:25,13-07-2016,23:25:18,Night,00:58:49
4087,City,176,Trip Completed,14-07-2016 02:52,14-07-2016,02:52:39,Early Morning,14-07-2016 03:57,14-07-2016,03:57:26,Early Morning,01:04:47
4706,City,176,Trip Completed,14-07-2016 13:14,14-07-2016,13:14:44,Day,14-07-2016 14:00,14-07-2016,14:00:22,Day,00:45:38
5448,Airport,176,Trip Completed,15-07-2016 03:22,15-07-2016,03:22:27,Early Morning,15-07-2016 04:27,15-07-2016,04:27:10,Early Morning,01:04:43
5645,City,176,Trip Completed,15-07-2016 06:51,15-07-2016,06:51:10,Morning,15-07-2016 07:35,15-07-2016,07:35:48,Morning,00:44:38
5862,City,176,Trip Completed,15-07-2016 09:19,15-07-2016,09:19:29,Morning,15-07-2016 09:56,15-07-2016,09:56:53,Morning,00:37:24
6079,Airport,176,Trip Completed,15-07-2016 14:21,15-07-2016,14:21:50,Day,15-07-2016 15:07,15-07-2016,15:07:16,Day,00:45:26
6648,Airport,176,Trip Completed,15-07-2016 22:04,15-07-2016,22:04:52,Night,15-07-2016 23:14,15-07-2016,23:14:39,Night,01:09:47
863,City,177,Trip Completed,11-07-2016 17:55,11-07-2016,17:55:00,Evening,11-07-2016 18:43,11-07-2016,18:43:00,Evening,00:48:00
1324,City,177,Trip Completed,11-07-2016 22:59,11-07-2016,22:59:00,Night,12-07-2016 00:05,12-07-2016,00:05:00,Early Morning,01:06:00
1666,City,177,Trip Completed,12-07-2016 07:37,12-07-2016,07:37:00,Morning,12-07-2016 08:49,12-07-2016,08:49:00,Morning,01:12:00
1797,Airport,177,Trip Completed,12-07-2016 09:15,12-07-2016,09:15:00,Morning,12-07-2016 09:41,12-07-2016,09:41:00,Morning,00:26:00
2279,Airport,177,Trip Completed,12-07-2016 18:38,12-07-2016,18:38:00,Evening,12-07-2016 19:26,12-07-2016,19:26:00,Evening,00:48:00
2997,City,177,Trip Completed,13-07-2016 07:10,13-07-2016,07:10:45,Morning,13-07-2016 07:49,13-07-2016,07:49:08,Morning,00:38:23
3343,Airport,177,Trip Completed,13-07-2016 12:57,13-07-2016,12:57:34,Day,13-07-2016 13:42,13-07-2016,13:42:02,Day,00:44:28
3625,Airport,177,Trip Completed,13-07-2016 18:57,13-07-2016,18:57:24,Evening,13-07-2016 20:01,13-07-2016,20:01:21,Evening,01:03:57
4310,City,177,Trip Completed,14-07-2016 06:48,14-07-2016,06:48:51,Morning,14-07-2016 07:42,14-07-2016,07:42:31,Morning,00:53:40
4750,Airport,177,Trip Completed,14-07-2016 15:09,14-07-2016,15:09:22,Day,14-07-2016 16:20,14-07-2016,16:20:37,Day,01:11:15
5185,Airport,177,Trip Completed,14-07-2016 20:35,14-07-2016,20:35:30,Evening,14-07-2016 21:49,14-07-2016,21:49:35,Night,01:14:05
5978,Airport,177,Trip Completed,15-07-2016 11:27,15-07-2016,11:27:18,Day,15-07-2016 12:10,15-07-2016,12:10:16,Day,00:42:58
6073,City,177,Trip Completed,15-07-2016 14:02,15-07-2016,14:02:35,Day,15-07-2016 14:50,15-07-2016,14:50:25,Day,00:47:50
455,City,178,Trip Completed,11-07-2016 09:17,11-07-2016,09:17:00,Morning,11-07-2016 10:12,11-07-2016,10:12:00,Day,00:55:00
651,Airport,178,Trip Completed,11-07-2016 12:45,11-07-2016,12:45:00,Day,11-07-2016 13:25,11-07-2016,13:25:00,Day,00:40:00
742,City,178,Trip Completed,11-07-2016 15:38,11-07-2016,15:38:00,Day,11-07-2016 16:25,11-07-2016,16:25:00,Day,00:47:00
828,Airport,178,Trip Completed,11-07-2016 17:35,11-07-2016,17:35:00,Evening,11-07-2016 18:07,11-07-2016,18:07:00,Evening,00:32:00
1701,City,178,Trip Completed,12-07-2016 07:58,12-07-2016,07:58:00,Morning,12-07-2016 08:47,12-07-2016,08:47:00,Morning,00:49:00
1985,City,178,Trip Completed,12-07-2016 12:24,12-07-2016,12:24:00,Day,12-07-2016 13:29,12-07-2016,13:29:00,Day,01:05:00
2277,City,178,Trip Completed,12-07-2016 18:39,12-07-2016,18:39:00,Evening,12-07-2016 19:34,12-07-2016,19:34:00,Evening,00:55:00
3108,Airport,178,Trip Completed,13-07-2016 08:25,13-07-2016,08:25:17,Morning,13-07-2016 09:35,13-07-2016,09:35:25,Morning,01:10:08
3880,Airport,178,Trip Completed,13-07-2016 21:54,13-07-2016,21:54:09,Night,13-07-2016 22:35,13-07-2016,22:35:57,Night,00:41:48
4252,City,178,Trip Completed,14-07-2016 06:05,14-07-2016,06:05:14,Morning,14-07-2016 06:46,14-07-2016,06:46:37,Morning,00:41:23
4646,Airport,178,Trip Completed,14-07-2016 11:49,14-07-2016,11:49:01,Day,14-07-2016 12:55,14-07-2016,12:55:56,Day,01:06:55
5560,Airport,178,Trip Completed,15-07-2016 05:35,15-07-2016,05:35:45,Morning,15-07-2016 06:19,15-07-2016,06:19:44,Morning,00:43:59
483,City,179,Trip Completed,11-07-2016 09:26,11-07-2016,09:26:00,Morning,11-07-2016 10:04,11-07-2016,10:04:00,Day,00:38:00
628,Airport,179,Trip Completed,11-07-2016 12:19,11-07-2016,12:19:00,Day,11-07-2016 13:00,11-07-2016,13:00:00,Day,00:41:00
2285,City,179,Trip Completed,12-07-2016 18:34,12-07-2016,18:34:00,Evening,12-07-2016 19:14,12-07-2016,19:14:00,Evening,00:40:00
4024,Airport,179,Trip Completed,13-07-2016 00:06,13-07-2016,00:06:34,Early Morning,13-07-2016 00:42,13-07-2016,00:42:21,Early Morning,00:35:47
2952,City,179,Trip Completed,13-07-2016 06:39,13-07-2016,06:39:09,Morning,13-07-2016 07:56,13-07-2016,07:56:00,Morning,01:16:51
4631,Airport,179,Trip Completed,14-07-2016 11:16,14-07-2016,11:16:57,Day,14-07-2016 12:24,14-07-2016,12:24:33,Day,01:07:36
5200,Airport,179,Trip Completed,14-07-2016 20:48,14-07-2016,20:48:33,Evening,14-07-2016 21:38,14-07-2016,21:38:17,Night,00:49:44
5711,City,179,Trip Completed,15-07-2016 07:40,15-07-2016,07:40:48,Morning,15-07-2016 08:33,15-07-2016,08:33:56,Morning,00:53:08
6399,Airport,179,Trip Completed,15-07-2016 19:24,15-07-2016,19:24:48,Evening,15-07-2016 20:01,15-07-2016,20:01:58,Evening,00:37:10
6453,City,179,Trip Completed,15-07-2016 20:06,15-07-2016,20:06:18,Evening,15-07-2016 21:02,15-07-2016,21:02:10,Night,00:55:52
788,City,180,Trip Completed,11-07-2016 16:53,11-07-2016,16:53:00,Day,11-07-2016 17:54,11-07-2016,17:54:00,Evening,01:01:00
1550,Airport,180,Trip Completed,12-07-2016 06:08,12-07-2016,06:08:00,Morning,12-07-2016 07:14,12-07-2016,07:14:00,Morning,01:06:00
2069,Airport,180,Trip Completed,12-07-2016 15:20,12-07-2016,15:20:00,Day,12-07-2016 15:55,12-07-2016,15:55:00,Day,00:35:00
2593,City,180,Trip Completed,12-07-2016 21:43,12-07-2016,21:43:00,Night,12-07-2016 22:35,12-07-2016,22:35:00,Night,00:52:00
2943,City,180,Trip Completed,13-07-2016 06:41,13-07-2016,06:41:04,Morning,13-07-2016 07:15,13-07-2016,07:15:52,Morning,00:34:48
3649,City,180,Trip Completed,13-07-2016 19:11,13-07-2016,19:11:32,Evening,13-07-2016 20:21,13-07-2016,20:21:31,Evening,01:09:59
3942,Airport,180,Trip Completed,13-07-2016 22:36,13-07-2016,22:36:27,Night,13-07-2016 23:42,13-07-2016,23:42:21,Night,01:05:54
5512,Airport,180,Trip Completed,15-07-2016 05:10,15-07-2016,05:10:25,Morning,15-07-2016 05:42,15-07-2016,05:42:24,Morning,00:31:59
5752,City,180,Trip Completed,15-07-2016 08:02,15-07-2016,08:02:05,Morning,15-07-2016 09:09,15-07-2016,09:09:26,Morning,01:07:21
6362,City,180,Trip Completed,15-07-2016 19:05,15-07-2016,19:05:36,Evening,15-07-2016 19:49,15-07-2016,19:49:02,Evening,00:43:26
1151,Airport,181,Trip Completed,11-07-2016 20:40,11-07-2016,20:40:00,Evening,11-07-2016 21:38,11-07-2016,21:38:00,Night,00:58:00
1812,Airport,181,Trip Completed,12-07-2016 09:16,12-07-2016,09:16:00,Morning,12-07-2016 10:09,12-07-2016,10:09:00,Day,00:53:00
1946,Airport,181,Trip Completed,12-07-2016 11:28,12-07-2016,11:28:00,Day,12-07-2016 12:32,12-07-2016,12:32:00,Day,01:04:00
2646,City,181,Trip Completed,12-07-2016 22:46,12-07-2016,22:46:00,Night,12-07-2016 23:45,12-07-2016,23:45:00,Night,00:59:00
3255,Airport,181,Trip Completed,13-07-2016 10:10,13-07-2016,10:10:00,Day,13-07-2016 11:20,13-07-2016,11:20:59,Day,01:10:59
3431,Airport,181,Trip Completed,13-07-2016 16:03,13-07-2016,16:03:13,Day,13-07-2016 16:46,13-07-2016,16:46:54,Day,00:43:41
3634,City,181,Trip Completed,13-07-2016 19:00,13-07-2016,19:00:49,Evening,13-07-2016 19:54,13-07-2016,19:54:19,Evening,00:53:30
4592,City,181,Trip Completed,14-07-2016 10:09,14-07-2016,10:09:16,Day,14-07-2016 10:38,14-07-2016,10:38:27,Day,00:29:11
5705,City,181,Trip Completed,15-07-2016 07:32,15-07-2016,07:32:41,Morning,15-07-2016 08:16,15-07-2016,08:16:15,Morning,00:43:34
6056,Airport,181,Trip Completed,15-07-2016 13:35,15-07-2016,13:35:56,Day,15-07-2016 14:02,15-07-2016,14:02:50,Day,00:26:54
325,City,182,Trip Completed,11-07-2016 07:34,11-07-2016,07:34:00,Morning,11-07-2016 08:44,11-07-2016,08:44:00,Morning,01:10:00
1015,City,182,Trip Completed,11-07-2016 19:15,11-07-2016,19:15:00,Evening,11-07-2016 20:11,11-07-2016,20:11:00,Evening,00:56:00
1308,City,182,Trip Completed,11-07-2016 22:41,11-07-2016,22:41:00,Night,11-07-2016 23:54,11-07-2016,23:54:00,Night,01:13:00
1667,City,182,Trip Completed,12-07-2016 07:42,12-07-2016,07:42:00,Morning,12-07-2016 08:03,12-07-2016,08:03:00,Morning,00:21:00
2436,Airport,182,Trip Completed,12-07-2016 20:15,12-07-2016,20:15:00,Evening,12-07-2016 20:46,12-07-2016,20:46:00,Evening,00:31:00
2865,City,182,Trip Completed,13-07-2016 05:42,13-07-2016,05:42:33,Morning,13-07-2016 06:25,13-07-2016,06:25:57,Morning,00:43:24
3397,City,182,Trip Completed,13-07-2016 15:00,13-07-2016,15:00:02,Day,13-07-2016 15:58,13-07-2016,15:58:30,Day,00:58:28
4040,Airport,182,Trip Completed,14-07-2016 00:38,14-07-2016,00:38:21,Early Morning,14-07-2016 01:50,14-07-2016,01:50:05,Early Morning,01:11:44
4094,City,182,Trip Completed,14-07-2016 03:09,14-07-2016,03:09:17,Early Morning,14-07-2016 03:44,14-07-2016,03:44:55,Early Morning,00:35:38
4568,Airport,182,Trip Completed,14-07-2016 09:50,14-07-2016,09:50:59,Morning,14-07-2016 10:22,14-07-2016,10:22:31,Day,00:31:32
5105,City,182,Trip Completed,14-07-2016 19:59,14-07-2016,19:59:57,Evening,14-07-2016 20:37,14-07-2016,20:37:28,Evening,00:37:31
573,Airport,183,Trip Completed,11-07-2016 10:57,11-07-2016,10:57:00,Day,11-07-2016 11:30,11-07-2016,11:30:00,Day,00:33:00
789,City,183,Trip Completed,11-07-2016 16:54,11-07-2016,16:54:00,Day,11-07-2016 17:36,11-07-2016,17:36:00,Evening,00:42:00
1525,City,183,Trip Completed,12-07-2016 05:48,12-07-2016,05:48:00,Morning,12-07-2016 06:46,12-07-2016,06:46:00,Morning,00:58:00
2786,Airport,183,Trip Completed,13-07-2016 04:54,13-07-2016,04:54:15,Early Morning,13-07-2016 05:34,13-07-2016,05:34:02,Morning,00:39:47
3143,Airport,183,Trip Completed,13-07-2016 08:52,13-07-2016,08:52:45,Morning,13-07-2016 09:57,13-07-2016,09:57:50,Morning,01:05:05
3917,City,183,Trip Completed,13-07-2016 22:15,13-07-2016,22:15:07,Night,13-07-2016 23:23,13-07-2016,23:23:04,Night,01:07:57
4375,City,183,Trip Completed,14-07-2016 07:38,14-07-2016,07:38:26,Morning,14-07-2016 08:42,14-07-2016,08:42:05,Morning,01:03:39
6345,City,183,Trip Completed,15-07-2016 18:44,15-07-2016,18:44:57,Evening,15-07-2016 19:57,15-07-2016,19:57:43,Evening,01:12:46
169,City,184,Trip Completed,11-07-2016 05:45,11-07-2016,05:45:00,Morning,11-07-2016 06:48,11-07-2016,06:48:00,Morning,01:03:00
537,City,184,Trip Completed,11-07-2016 10:05,11-07-2016,10:05:00,Day,11-07-2016 10:57,11-07-2016,10:57:00,Day,00:52:00
682,City,184,Trip Completed,11-07-2016 13:32,11-07-2016,13:32:00,Day,11-07-2016 14:19,11-07-2016,14:19:00,Day,00:47:00
1384,City,184,Trip Completed,12-07-2016 01:15,12-07-2016,01:15:00,Early Morning,12-07-2016 02:18,12-07-2016,02:18:00,Early Morning,01:03:00
2167,Airport,184,Trip Completed,12-07-2016 17:30,12-07-2016,17:30:00,Evening,12-07-2016 18:30,12-07-2016,18:30:00,Evening,01:00:00
2295,City,184,Trip Completed,12-07-2016 18:48,12-07-2016,18:48:00,Evening,12-07-2016 19:12,12-07-2016,19:12:00,Evening,00:24:00
3109,City,184,Trip Completed,13-07-2016 08:22,13-07-2016,08:22:49,Morning,13-07-2016 09:18,13-07-2016,09:18:31,Morning,00:55:42
3293,City,184,Trip Completed,13-07-2016 11:18,13-07-2016,11:18:02,Day,13-07-2016 11:52,13-07-2016,11:52:17,Day,00:34:15
3444,City,184,Trip Completed,13-07-2016 16:33,13-07-2016,16:33:05,Day,13-07-2016 17:49,13-07-2016,17:49:15,Evening,01:16:10
3660,Airport,184,Trip Completed,13-07-2016 19:22,13-07-2016,19:22:51,Evening,13-07-2016 19:51,13-07-2016,19:51:44,Evening,00:28:53
4693,City,184,Trip Completed,14-07-2016 13:01,14-07-2016,13:01:23,Day,14-07-2016 14:10,14-07-2016,14:10:11,Day,01:08:48
5214,Airport,184,Trip Completed,14-07-2016 20:59,14-07-2016,20:59:09,Evening,14-07-2016 21:48,14-07-2016,21:48:04,Night,00:48:55
5570,City,184,Trip Completed,15-07-2016 05:53,15-07-2016,05:53:21,Morning,15-07-2016 06:17,15-07-2016,06:17:39,Morning,00:24:18
6003,Airport,184,Trip Completed,15-07-2016 12:09,15-07-2016,12:09:01,Day,15-07-2016 12:57,15-07-2016,12:57:34,Day,00:48:33
6663,Airport,184,Trip Completed,15-07-2016 22:22,15-07-2016,22:22:03,Night,15-07-2016 23:03,15-07-2016,23:03:25,Night,00:41:22
616,Airport,185,Trip Completed,11-07-2016 12:05,11-07-2016,12:05:00,Day,11-07-2016 12:48,11-07-2016,12:48:00,Day,00:43:00
